9,0,,,,,,,,,,,,,,,,,,,,
10,0,,,,,,,,,,,,,,,,,,,,
11,0,,,,,,,,,,,,,,,,,,,,
12,0,,,,,,,,,,,,,,,,,,,,
13,0,,,,,,,,,,,,,,,,,,,,
14,0,,,,,,,,,,,,,,,,,,,,
15,0,,,,,,,,,,,,,,,,,,,,
16,0,,,,,,,,,,,,,,,,,,,,
17,0,,,,,,,,,,,,,,,,,,,,
18,0,,,,,,,,,,,,,,,,,,,,
19,0,,,,,,,,,,,,,,,,,,,,
20,0,,,,,,,,,,,,,,,,,,,,
21,0,,,,,,,,,,,,,,,,,,,,
22,0,,,,,,,,,,,,,,,,,,,,
23,0,,,,,,,,,,,,,,,,,,,,
24,0,,,,,,,,,,,,,,,,,,,,
25,0,,,,,,,,,,,,,,,,,,,,
26,0,,,,,,,,,,,,,,,,,,,,
27,0,,,,,,,,,,,,,,,,,,,,
28,0,,,,,,,,,,,,,,,,,,,,
29,0,,,,,,,,,,,,,,,,,,,,
30,0,,,,,,,,,,,,,,,,,,,,
31,0,,,,,,,,,,,,,,,,,,,,
32,0,,,,,,,,,,,,,,,,,,,,
33,0,,,,,,,,,,,,,,,,,,,,
"
",,,,,,,,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,,,,,,,
2,0,,,,,,,,,,,,,,,,,,,,
3,0,,,,,,,,,,,,,,,,,,,,
4,0,,,,,,,,,,,,,,,,,,,,
5,0,,,,,,,,,,,,,,,,,,,,
6,0,,,,,,,,,,,,,,,,,,,,
7,0,,,,,,,,,,,,,,,,,,,,
8,1,,,,,,,,,,,,,,,,,,,,
9,1,,,,,,,,,,,,,,,,,,,,
10,1,,,,,,,,,,,,,,,,,,,,
11,0,,,,,,,,,,,,,,,,,,,,
"
",,,,,,,,,,,,,,,,,,,,,
1,0,"_
",,,,,,,,,,,,,,,,,,,
2,0,"_
",,,,,,,,,,,,,,,,,,,
3,0,"_
",,,,,,,,,,,,,,,,,,,
4,0,"_
",,,,,,,,,,,,,,,,,,,
5,0,"_
",,,,,,,,,,,,,,,,,,,
6,0,"_
",,,,,,,,,,,,,,,,,,,
7,0,"_
",,,,,,,,,,,,,,,,,,,
8,0,"_
",,,,,,,,,,,,,,,,,,,
9,0,"_
",,,,,,,,,,,,,,,,,,,
10,0,"_
",,,,,,,,,,,,,,,,,,,
11,0,"_
",,,,,,,,,,,,,,,,,,,
12,0,"_
",,,,,,,,,,,,,,,,,,,
13,0,"_
",,,,,,,,,,,,,,,,,,,
14,0,"_
",,,,,,,,,,,,,,,,,,,
15,0,"_
",,,,,,,,,,,,,,,,,,,
16,0,"_
",,,,,,,,,,,,,,,,,,,
17,0,"_
",,,,,,,,,,,,,,,,,,,
18,0,"_
",,,,,,,,,,,,,,,,,,,
19,0,"_
",,,,,,,,,,,,,,,,,,,
20,0,"_
",,,,,,,,,,,,,,,,,,,
21,0,"_
",,,,,,,,,,,,,,,,,,,
22,0,"_
",,,,,,,,,,,,,,,,,,,
23,0,"_
",,,,,,,,,,,,,,,,,,,
24,0,"_
",,,,,,,,,,,,,,,,,,,
25,0,"_
",,,,,,,,,,,,,,,,,,,
26,0,"_
",,,,,,,,,,,,,,,,,,,
27,0,"_
",,,,,,,,,,,,,,,,,,,
"
",,,,,,,,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,,,,,,,
2,0,,,,,,,,,,,,,,,,,,,,
3,0,,,,,,,,,,,,,,,,,,,,
4,0,,,,,,,,,,,,,,,,,,,,
5,0,,,,,,,,,,,,,,,,,,,,
6,0,,,,,,,,,,,,,,,,,,,,
7,0,,,,,,,,,,,,,,,,,,,,
8,0,,,,,,,,,,,,,,,,,,,,
9,0,,,,,,,,,,,,,,,,,,,,
10,0,,,,,,,,,,,,,,,,,,,,
11,0,,,,,,,,,,,,,,,,,,,,
12,0,,,,,,,,,,,,,,,,,,,,
13,0,,,,,,,,,,,,,,,,,,,,
14,0,,,,,,,,,,,,,,,,,,,,
15,0,,,,,,,,,,,,,,,,,,,,
16,0,,,,,,,,,,,,,,,,,,,,
17,0,,,,,,,,,,,,,,,,,,,,
18,0,,,,,,,,,,,,,,,,,,,,
19,0,,,,,,,,,,,,,,,,,,,,
20,0,,,,,,,,,,,,,,,,,,,,
21,0,,,,,,,,,,,,,,,,,,,,
22,0,,,,,,,,,,,,,,,,,,,,
23,0,,,,,,,,,,,,,,,,,,,,
24,0,,,,,,,,,,,,,,,,,,,,
25,0,,,,,,,,,,,,,,,,,,,,
26,0,,,,,,,,,,,,,,,,,,,,
"
",,,,,,,,,,,,,,,,,,,,,
1,0,"_
",,,,,,,,,,,,,,,,,,,
2,0,"_
",,,,,,,,,,,,,,,,,,,
3,0,"_
",,,,,,,,,,,,,,,,,,,
4,0,"_
",,,,,,,,,,,,,,,,,,,
5,0,"A0
",,,,,,,,,,,,,,,,,,,
6,0,"_
",,,,,,,,,,,,,,,,,,,
7,0,"_
",,,,,,,,,,,,,,,,,,,
8,0,"_
",,,,,,,,,,,,,,,,,,,
9,0,"_
",,,,,,,,,,,,,,,,,,,
10,0,"_
",,,,,,,,,,,,,,,,,,,
11,0,"_
",,,,,,,,,,,,,,,,,,,
12,0,"_
",,,,,,,,,,,,,,,,,,,
13,0,"_
",,,,,,,,,,,,,,,,,,,
14,0,"_
",,,,,,,,,,,,,,,,,,,
15,0,"_
",,,,,,,,,,,,,,,,,,,
16,0,"_
",,,,,,,,,,,,,,,,,,,
17,0,"_
",,,,,,,,,,,,,,,,,,,
18,0,"_
",,,,,,,,,,,,,,,,,,,
19,0,"_
",,,,,,,,,,,,,,,,,,,
20,0,"_
",,,,,,,,,,,,,,,,,,,
21,0,"_
",,,,,,,,,,,,,,,,,,,
22,0,"_
",,,,,,,,,,,,,,,,,,,
23,0,"_
",,,,,,,,,,,,,,,,,,,
24,0,"_
",,,,,,,,,,,,,,,,,,,
25,0,"_
",,,,,,,,,,,,,,,,,,,
26,0,"_
",,,,,,,,,,,,,,,,,,,
27,0,"_
",,,,,,,,,,,,,,,,,,,
28,0,"_
",,,,,,,,,,,,,,,,,,,
29,0,"_
",,,,,,,,,,,,,,,,,,,
30,0,"_
",,,,,,,,,,,,,,,,,,,
31,0,"_
",,,,,,,,,,,,,,,,,,,
32,0,"_
",,,,,,,,,,,,,,,,,,,
33,0,"_
",,,,,,,,,,,,,,,,,,,
34,0,"_
",,,,,,,,,,,,,,,,,,,
35,0,"_
",,,,,,,,,,,,,,,,,,,
36,0,"A1
",,,,,,,,,,,,,,,,,,,
37,0,"_
",,,,,,,,,,,,,,,,,,,
"
",,,,,,,,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,,,,,,,
2,0,,,,,,,,,,,,,,,,,,,,
3,0,,,,,,,,,,,,,,,,,,,,
4,0,,,,,,,,,,,,,,,,,,,,
5,0,,,,,,,,,,,,,,,,,,,,
6,0,,,,,,,,,,,,,,,,,,,,
7,0,,,,,,,,,,,,,,,,,,,,
8,0,,,,,,,,,,,,,,,,,,,,
9,0,,,,,,,,,,,,,,,,,,,,
10,0,,,,,,,,,,,,,,,,,,,,
11,0,,,,,,,,,,,,,,,,,,,,
12,0,,,,,,,,,,,,,,,,,,,,
13,0,,,,,,,,,,,,,,,,,,,,
14,0,,,,,,,,,,,,,,,,,,,,
15,0,,,,,,,,,,,,,,,,,,,,
16,0,,,,,,,,,,,,,,,,,,,,
17,0,,,,,,,,,,,,,,,,,,,,
18,0,,,,,,,,,,,,,,,,,,,,
19,0,,,,,,,,,,,,,,,,,,,,
20,0,,,,,,,,,,,,,,,,,,,,
21,0,,,,,,,,,,,,,,,,,,,,
22,0,,,,,,,,,,,,,,,,,,,,
23,0,,,,,,,,,,,,,,,,,,,,
24,0,,,,,,,,,,,,,,,,,,,,
25,0,,,,,,,,,,,,,,,,,,,,
26,0,,,,,,,,,,,,,,,,,,,,
27,0,,,,,,,,,,,,,,,,,,,,
28,0,,,,,,,,,,,,,,,,,,,,
29,0,,,,,,,,,,,,,,,,,,,,
30,0,,,,,,,,,,,,,,,,,,,,
31,0,,,,,,,,,,,,,,,,,,,,
32,0,,,,,,,,,,,,,,,,,,,,
33,0,,,,,,,,,,,,,,,,,,,,
34,0,,,,,,,,,,,,,,,,,,,,
"
",,,,,,,,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,,,,,,,
2,0,,,,,,,,,,,,,,,,,,,,
3,0,,,,,,,,,,,,,,,,,,,,
"
",,,,,,,,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,,,,,,,
2,0,,,,,,,,,,,,,,,,,,,,
3,0,,,,,,,,,,,,,,,,,,,,
4,0,,,,,,,,,,,,,,,,,,,,
5,0,,,,,,,,,,,,,,,,,,,,
6,0,,,,,,,,,,,,,,,,,,,,
7,0,,,,,,,,,,,,,,,,,,,,
8,0,,,,,,,,,,,,,,,,,,,,
9,0,,,,,,,,,,,,,,,,,,,,
"
",,,,,,,,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,,,,,,,
2,0,,,,,,,,,,,,,,,,,,,,
3,0,,,,,,,,,,,,,,,,,,,,
4,0,,,,,,,,,,,,,,,,,,,,
5,1,,,,,,,,,,,,,,,,,,,,
6,0,,,,,,,,,,,,,,,,,,,,
7,0,,,,,,,,,,,,,,,,,,,,
8,0,,,,,,,,,,,,,,,,,,,,
9,0,,,,,,,,,,,,,,,,,,,,
10,0,,,,,,,,,,,,,,,,,,,,
11,0,,,,,,,,,,,,,,,,,,,,
12,0,,,,,,,,,,,,,,,,,,,,
13,0,,,,,,,,,,,,,,,,,,,,
14,0,,,,,,,,,,,,,,,,,,,,
15,0,,,,,,,,,,,,,,,,,,,,
16,0,,,,,,,,,,,,,,,,,,,,
17,0,,,,,,,,,,,,,,,,,,,,
18,0,,,,,,,,,,,,,,,,,,,,
19,0,,,,,,,,,,,,,,,,,,,,
20,0,,,,,,,,,,,,,,,,,,,,
21,0,,,,,,,,,,,,,,,,,,,,
22,0,,,,,,,,,,,,,,,,,,,,
23,0,,,,,,,,,,,,,,,,,,,,
24,0,,,,,,,,,,,,,,,,,,,,
25,0,,,,,,,,,,,,,,,,,,,,
"
",,,,,,,,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,,,,,,,
2,0,,,,,,,,,,,,,,,,,,,,
3,0,,,,,,,,,,,,,,,,,,,,
4,0,,,,,,,,,,,,,,,,,,,,
5,0,,,,,,,,,,,,,,,,,,,,
6,0,,,,,,,,,,,,,,,,,,,,
7,0,,,,,,,,,,,,,,,,,,,,
8,0,,,,,,,,,,,,,,,,,,,,
9,0,,,,,,,,,,,,,,,,,,,,
10,0,,,,,,,,,,,,,,,,,,,,
11,0,,,,,,,,,,,,,,,,,,,,
12,0,,,,,,,,,,,,,,,,,,,,
13,0,,,,,,,,,,,,,,,,,,,,
14,0,,,,,,,,,,,,,,,,,,,,
15,0,,,,,,,,,,,,,,,,,,,,
16,0,,,,,,,,,,,,,,,,,,,,
17,0,,,,,,,,,,,,,,,,,,,,
18,0,,,,,,,,,,,,,,,,,,,,
19,0,,,,,,,,,,,,,,,,,,,,
20,0,,,,,,,,,,,,,,,,,,,,
"
",,,,,,,,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,,,,,,,
2,0,,,,,,,,,,,,,,,,,,,,
3,0,,,,,,,,,,,,,,,,,,,,
4,0,,,,,,,,,,,,,,,,,,,,
5,0,,,,,,,,,,,,,,,,,,,,
6,0,,,,,,,,,,,,,,,,,,,,
7,0,,,,,,,,,,,,,,,,,,,,
8,0,,,,,,,,,,,,,,,,,,,,
9,0,,,,,,,,,,,,,,,,,,,,
10,0,,,,,,,,,,,,,,,,,,,,
11,0,,,,,,,,,,,,,,,,,,,,
12,0,,,,,,,,,,,,,,,,,,,,
"
",,,,,,,,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,,,,,,,
2,0,,,,,,,,,,,,,,,,,,,,
3,0,,,,,,,,,,,,,,,,,,,,
4,0,,,,,,,,,,,,,,,,,,,,
5,0,,,,,,,,,,,,,,,,,,,,
6,0,,,,,,,,,,,,,,,,,,,,
7,0,,,,,,,,,,,,,,,,,,,,
8,0,,,,,,,,,,,,,,,,,,,,
9,0,,,,,,,,,,,,,,,,,,,,
10,0,,,,,,,,,,,,,,,,,,,,
11,0,,,,,,,,,,,,,,,,,,,,
12,0,,,,,,,,,,,,,,,,,,,,
13,0,,,,,,,,,,,,,,,,,,,,
14,0,,,,,,,,,,,,,,,,,,,,
15,0,,,,,,,,,,,,,,,,,,,,
16,0,,,,,,,,,,,,,,,,,,,,
17,0,,,,,,,,,,,,,,,,,,,,
18,0,,,,,,,,,,,,,,,,,,,,
19,0,,,,,,,,,,,,,,,,,,,,
20,0,,,,,,,,,,,,,,,,,,,,
21,0,,,,,,,,,,,,,,,,,,,,
22,0,,,,,,,,,,,,,,,,,,,,
23,0,,,,,,,,,,,,,,,,,,,,
24,0,,,,,,,,,,,,,,,,,,,,
25,0,,,,,,,,,,,,,,,,,,,,
26,0,,,,,,,,,,,,,,,,,,,,
27,0,,,,,,,,,,,,,,,,,,,,
28,0,,,,,,,,,,,,,,,,,,,,
29,0,,,,,,,,,,,,,,,,,,,,
30,0,,,,,,,,,,,,,,,,,,,,
31,0,,,,,,,,,,,,,,,,,,,,
32,0,,,,,,,,,,,,,,,,,,,,
33,0,,,,,,,,,,,,,,,,,,,,
34,0,,,,,,,,,,,,,,,,,,,,
35,0,,,,,,,,,,,,,,,,,,,,
"
",,,,,,,,,,,,,,,,,,,,,
1,0,"_
",,,,,,,,,,,,,,,,,,,
2,0,"_
",,,,,,,,,,,,,,,,,,,
3,0,"_
",,,,,,,,,,,,,,,,,,,
4,0,"_
",,,,,,,,,,,,,,,,,,,
5,0,"_
",,,,,,,,,,,,,,,,,,,
6,0,"_
",,,,,,,,,,,,,,,,,,,
7,0,"_
",,,,,,,,,,,,,,,,,,,
8,0,"_
",,,,,,,,,,,,,,,,,,,
9,0,"_
",,,,,,,,,,,,,,,,,,,
10,0,"_
",,,,,,,,,,,,,,,,,,,
11,0,"_
",,,,,,,,,,,,,,,,,,,
12,0,"_
",,,,,,,,,,,,,,,,,,,
13,0,"_
",,,,,,,,,,,,,,,,,,,
14,0,"_
",,,,,,,,,,,,,,,,,,,
15,0,"_
",,,,,,,,,,,,,,,,,,,
16,0,"_
",,,,,,,,,,,,,,,,,,,
17,0,"_
",,,,,,,,,,,,,,,,,,,
18,0,"_
",,,,,,,,,,,,,,,,,,,
19,0,"_
",,,,,,,,,,,,,,,,,,,
20,0,"_
",,,,,,,,,,,,,,,,,,,
21,0,"_
",,,,,,,,,,,,,,,,,,,
22,0,"_
",,,,,,,,,,,,,,,,,,,
23,0,"_
",,,,,,,,,,,,,,,,,,,
24,0,"_
",,,,,,,,,,,,,,,,,,,
25,0,"_
",,,,,,,,,,,,,,,,,,,
26,0,"_
",,,,,,,,,,,,,,,,,,,
27,0,"ADV
",,,,,,,,,,,,,,,,,,,
28,0,"_
",,,,,,,,,,,,,,,,,,,
29,0,"_
",,,,,,,,,,,,,,,,,,,
30,0,"_
",,,,,,,,,,,,,,,,,,,
31,0,"_
",,,,,,,,,,,,,,,,,,,
"
",,,,,,,,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,,,,,,,
2,0,,,,,,,,,,,,,,,,,,,,
3,0,,,,,,,,,,,,,,,,,,,,
4,0,,,,,,,,,,,,,,,,,,,,
5,0,,,,,,,,,,,,,,,,,,,,
6,0,,,,,,,,,,,,,,,,,,,,
7,0,,,,,,,,,,,,,,,,,,,,
8,0,,,,,,,,,,,,,,,,,,,,
9,0,,,,,,,,,,,,,,,,,,,,
10,0,,,,,,,,,,,,,,,,,,,,
11,0,,,,,,,,,,,,,,,,,,,,
12,0,,,,,,,,,,,,,,,,,,,,
13,0,,,,,,,,,,,,,,,,,,,,
14,0,,,,,,,,,,,,,,,,,,,,
15,0,,,,,,,,,,,,,,,,,,,,
16,0,,,,,,,,,,,,,,,,,,,,
17,0,,,,,,,,,,,,,,,,,,,,
18,0,,,,,,,,,,,,,,,,,,,,
19,0,,,,,,,,,,,,,,,,,,,,
20,0,,,,,,,,,,,,,,,,,,,,
21,0,,,,,,,,,,,,,,,,,,,,
22,0,,,,,,,,,,,,,,,,,,,,
23,0,,,,,,,,,,,,,,,,,,,,
24,0,,,,,,,,,,,,,,,,,,,,
25,0,,,,,,,,,,,,,,,,,,,,
26,0,,,,,,,,,,,,,,,,,,,,
27,0,,,,,,,,,,,,,,,,,,,,
28,0,,,,,,,,,,,,,,,,,,,,
"
",,,,,,,,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,,,,,,,
2,0,,,,,,,,,,,,,,,,,,,,
3,0,,,,,,,,,,,,,,,,,,,,
4,0,,,,,,,,,,,,,,,,,,,,
5,0,,,,,,,,,,,,,,,,,,,,
6,0,,,,,,,,,,,,,,,,,,,,
7,0,,,,,,,,,,,,,,,,,,,,
8,0,,,,,,,,,,,,,,,,,,,,
9,0,,,,,,,,,,,,,,,,,,,,
10,0,,,,,,,,,,,,,,,,,,,,
11,0,,,,,,,,,,,,,,,,,,,,
12,0,,,,,,,,,,,,,,,,,,,,
13,0,,,,,,,,,,,,,,,,,,,,
14,0,,,,,,,,,,,,,,,,,,,,
15,0,,,,,,,,,,,,,,,,,,,,
16,0,,,,,,,,,,,,,,,,,,,,
17,0,,,,,,,,,,,,,,,,,,,,
18,0,,,,,,,,,,,,,,,,,,,,
19,0,,,,,,,,,,,,,,,,,,,,
20,0,,,,,,,,,,,,,,,,,,,,
21,0,,,,,,,,,,,,,,,,,,,,
22,0,,,,,,,,,,,,,,,,,,,,
23,0,,,,,,,,,,,,,,,,,,,,
24,0,,,,,,,,,,,,,,,,,,,,
25,0,,,,,,,,,,,,,,,,,,,,
26,0,,,,,,,,,,,,,,,,,,,,
27,0,,,,,,,,,,,,,,,,,,,,
28,0,,,,,,,,,,,,,,,,,,,,
29,0,,,,,,,,,,,,,,,,,,,,
30,0,,,,,,,,,,,,,,,,,,,,
31,0,,,,,,,,,,,,,,,,,,,,
32,0,,,,,,,,,,,,,,,,,,,,
33,0,,,,,,,,,,,,,,,,,,,,
34,0,,,,,,,,,,,,,,,,,,,,
35,0,,,,,,,,,,,,,,,,,,,,
36,0,,,,,,,,,,,,,,,,,,,,
37,0,,,,,,,,,,,,,,,,,,,,
38,0,,,,,,,,,,,,,,,,,,,,
39,0,,,,,,,,,,,,,,,,,,,,
40,0,,,,,,,,,,,,,,,,,,,,
41,0,,,,,,,,,,,,,,,,,,,,
42,0,,,,,,,,,,,,,,,,,,,,
43,0,,,,,,,,,,,,,,,,,,,,
44,0,,,,,,,,,,,,,,,,,,,,
45,0,,,,,,,,,,,,,,,,,,,,
46,0,,,,,,,,,,,,,,,,,,,,
47,0,,,,,,,,,,,,,,,,,,,,
48,0,,,,,,,,,,,,,,,,,,,,
49,0,,,,,,,,,,,,,,,,,,,,
50,0,,,,,,,,,,,,,,,,,,,,
51,0,,,,,,,,,,,,,,,,,,,,
52,0,,,,,,,,,,,,,,,,,,,,
53,0,,,,,,,,,,,,,,,,,,,,
54,0,,,,,,,,,,,,,,,,,,,,
55,0,,,,,,,,,,,,,,,,,,,,
56,0,,,,,,,,,,,,,,,,,,,,
57,0,,,,,,,,,,,,,,,,,,,,
"
",,,,,,,,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,,,,,,,
2,0,,,,,,,,,,,,,,,,,,,,
3,0,,,,,,,,,,,,,,,,,,,,
4,0,,,,,,,,,,,,,,,,,,,,
5,0,,,,,,,,,,,,,,,,,,,,
6,0,,,,,,,,,,,,,,,,,,,,
7,0,,,,,,,,,,,,,,,,,,,,
8,0,,,,,,,,,,,,,,,,,,,,
9,0,,,,,,,,,,,,,,,,,,,,
10,0,,,,,,,,,,,,,,,,,,,,
11,0,,,,,,,,,,,,,,,,,,,,
12,0,,,,,,,,,,,,,,,,,,,,
13,0,,,,,,,,,,,,,,,,,,,,
14,0,,,,,,,,,,,,,,,,,,,,
15,0,,,,,,,,,,,,,,,,,,,,
16,0,,,,,,,,,,,,,,,,,,,,
17,0,,,,,,,,,,,,,,,,,,,,
18,0,,,,,,,,,,,,,,,,,,,,
19,0,,,,,,,,,,,,,,,,,,,,
20,0,,,,,,,,,,,,,,,,,,,,
21,0,,,,,,,,,,,,,,,,,,,,
22,0,,,,,,,,,,,,,,,,,,,,
23,0,,,,,,,,,,,,,,,,,,,,
24,0,,,,,,,,,,,,,,,,,,,,
25,0,,,,,,,,,,,,,,,,,,,,
26,0,,,,,,,,,,,,,,,,,,,,
27,0,,,,,,,,,,,,,,,,,,,,
28,0,,,,,,,,,,,,,,,,,,,,
29,0,,,,,,,,,,,,,,,,,,,,
30,0,,,,,,,,,,,,,,,,,,,,
31,0,,,,,,,,,,,,,,,,,,,,
32,0,,,,,,,,,,,,,,,,,,,,
33,0,,,,,,,,,,,,,,,,,,,,
"
",,,,,,,,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,,,,,,,
2,0,,,,,,,,,,,,,,,,,,,,
3,0,,,,,,,,,,,,,,,,,,,,
4,0,,,,,,,,,,,,,,,,,,,,
5,0,,,,,,,,,,,,,,,,,,,,
6,0,,,,,,,,,,,,,,,,,,,,
7,0,,,,,,,,,,,,,,,,,,,,
8,0,,,,,,,,,,,,,,,,,,,,
9,0,,,,,,,,,,,,,,,,,,,,
10,0,,,,,,,,,,,,,,,,,,,,
11,0,,,,,,,,,,,,,,,,,,,,
12,0,,,,,,,,,,,,,,,,,,,,
13,0,,,,,,,,,,,,,,,,,,,,
14,0,,,,,,,,,,,,,,,,,,,,
15,0,,,,,,,,,,,,,,,,,,,,
16,0,,,,,,,,,,,,,,,,,,,,
17,0,,,,,,,,,,,,,,,,,,,,
18,0,,,,,,,,,,,,,,,,,,,,
19,0,,,,,,,,,,,,,,,,,,,,
20,0,,,,,,,,,,,,,,,,,,,,
21,0,,,,,,,,,,,,,,,,,,,,
22,0,,,,,,,,,,,,,,,,,,,,
23,0,,,,,,,,,,,,,,,,,,,,
24,0,,,,,,,,,,,,,,,,,,,,
25,0,,,,,,,,,,,,,,,,,,,,
26,0,,,,,,,,,,,,,,,,,,,,
27,0,,,,,,,,,,,,,,,,,,,,
28,0,,,,,,,,,,,,,,,,,,,,
29,0,,,,,,,,,,,,,,,,,,,,
30,0,,,,,,,,,,,,,,,,,,,,
31,0,,,,,,,,,,,,,,,,,,,,
32,0,,,,,,,,,,,,,,,,,,,,
33,0,,,,,,,,,,,,,,,,,,,,
34,0,,,,,,,,,,,,,,,,,,,,
35,0,,,,,,,,,,,,,,,,,,,,
36,0,,,,,,,,,,,,,,,,,,,,
37,0,,,,,,,,,,,,,,,,,,,,
38,0,,,,,,,,,,,,,,,,,,,,
39,0,,,,,,,,,,,,,,,,,,,,
40,0,,,,,,,,,,,,,,,,,,,,
41,0,,,,,,,,,,,,,,,,,,,,
42,0,,,,,,,,,,,,,,,,,,,,
43,0,,,,,,,,,,,,,,,,,,,,
44,0,,,,,,,,,,,,,,,,,,,,
45,0,,,,,,,,,,,,,,,,,,,,
46,0,,,,,,,,,,,,,,,,,,,,
47,0,,,,,,,,,,,,,,,,,,,,
48,0,,,,,,,,,,,,,,,,,,,,
49,0,,,,,,,,,,,,,,,,,,,,
50,0,,,,,,,,,,,,,,,,,,,,
51,0,,,,,,,,,,,,,,,,,,,,
52,0,,,,,,,,,,,,,,,,,,,,
53,0,,,,,,,,,,,,,,,,,,,,
54,0,,,,,,,,,,,,,,,,,,,,
55,0,,,,,,,,,,,,,,,,,,,,
56,0,,,,,,,,,,,,,,,,,,,,
57,0,,,,,,,,,,,,,,,,,,,,
"
",,,,,,,,,,,,,,,,,,,,,
1,0,_,"_
",,,,,,,,,,,,,,,,,,
2,0,_,"_
",,,,,,,,,,,,,,,,,,
3,0,_,"_
",,,,,,,,,,,,,,,,,,
4,0,_,"_
",,,,,,,,,,,,,,,,,,
5,0,_,"_
",,,,,,,,,,,,,,,,,,
6,0,_,"_
",,,,,,,,,,,,,,,,,,
7,0,_,"_
",,,,,,,,,,,,,,,,,,
8,0,_,"_
",,,,,,,,,,,,,,,,,,
9,0,_,"_
",,,,,,,,,,,,,,,,,,
10,0,_,"_
",,,,,,,,,,,,,,,,,,
11,0,_,"_
",,,,,,,,,,,,,,,,,,
12,0,_,"_
",,,,,,,,,,,,,,,,,,
13,0,_,"_
",,,,,,,,,,,,,,,,,,
14,0,_,"_
",,,,,,,,,,,,,,,,,,
15,0,_,"_
",,,,,,,,,,,,,,,,,,
16,0,_,"_
",,,,,,,,,,,,,,,,,,
17,0,_,"_
",,,,,,,,,,,,,,,,,,
18,0,_,"_
",,,,,,,,,,,,,,,,,,
19,0,_,"_
",,,,,,,,,,,,,,,,,,
20,0,_,"_
",,,,,,,,,,,,,,,,,,
21,0,_,"_
",,,,,,,,,,,,,,,,,,
22,0,_,"_
",,,,,,,,,,,,,,,,,,
23,0,_,"_
",,,,,,,,,,,,,,,,,,
24,0,_,"_
",,,,,,,,,,,,,,,,,,
25,0,_,"_
",,,,,,,,,,,,,,,,,,
26,0,_,"_
",,,,,,,,,,,,,,,,,,
27,0,_,"_
",,,,,,,,,,,,,,,,,,
28,0,_,"_
",,,,,,,,,,,,,,,,,,
29,0,_,"_
",,,,,,,,,,,,,,,,,,
30,0,_,"_
",,,,,,,,,,,,,,,,,,
31,0,_,"_
",,,,,,,,,,,,,,,,,,
32,0,_,"_
",,,,,,,,,,,,,,,,,,
33,0,_,"_
",,,,,,,,,,,,,,,,,,
34,0,_,"_
",,,,,,,,,,,,,,,,,,
35,0,_,"_
",,,,,,,,,,,,,,,,,,
36,0,_,"_
",,,,,,,,,,,,,,,,,,
37,0,_,"_
",,,,,,,,,,,,,,,,,,
38,0,_,"_
",,,,,,,,,,,,,,,,,,
39,0,_,"_
",,,,,,,,,,,,,,,,,,
40,0,_,"_
",,,,,,,,,,,,,,,,,,
41,0,_,"_
",,,,,,,,,,,,,,,,,,
42,0,_,"_
",,,,,,,,,,,,,,,,,,
43,0,_,"_
",,,,,,,,,,,,,,,,,,
44,0,_,"_
",,,,,,,,,,,,,,,,,,
45,0,_,"_
",,,,,,,,,,,,,,,,,,
46,0,_,"_
",,,,,,,,,,,,,,,,,,
47,0,_,"_
",,,,,,,,,,,,,,,,,,
48,0,_,"_
",,,,,,,,,,,,,,,,,,
49,0,_,"_
",,,,,,,,,,,,,,,,,,
50,0,_,"_
",,,,,,,,,,,,,,,,,,
51,0,_,"_
",,,,,,,,,,,,,,,,,,
52,0,_,"_
",,,,,,,,,,,,,,,,,,
53,0,_,"_
",,,,,,,,,,,,,,,,,,
54,0,DIS,"_
",,,,,,,,,,,,,,,,,,
55,0,_,"_
",,,,,,,,,,,,,,,,,,
56,0,_,"_
",,,,,,,,,,,,,,,,,,
57,0,_,"_
",,,,,,,,,,,,,,,,,,
58,0,_,"_
",,,,,,,,,,,,,,,,,,
59,0,A1,"_
",,,,,,,,,,,,,,,,,,
60,0,_,"ADV
",,,,,,,,,,,,,,,,,,
61,0,A2,"_
",,,,,,,,,,,,,,,,,,
62,0,_,"A1
",,,,,,,,,,,,,,,,,,
63,0,_,"_
",,,,,,,,,,,,,,,,,,
64,0,_,"_
",,,,,,,,,,,,,,,,,,
65,0,_,"_
",,,,,,,,,,,,,,,,,,
"
",,,,,,,,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,,,,,,,
2,0,,,,,,,,,,,,,,,,,,,,
3,0,,,,,,,,,,,,,,,,,,,,
4,0,,,,,,,,,,,,,,,,,,,,
5,0,,,,,,,,,,,,,,,,,,,,
6,0,,,,,,,,,,,,,,,,,,,,
7,0,,,,,,,,,,,,,,,,,,,,
